Timestamp,Roll (graden),Pitch (graden)
1697033463.8642464,0.4495297022783091,5.594406069763076
1697033463.970333,0.377828208200345,5.4886061902336944
1697033464.0756648,0.24381035610408458,5.495888431684056
1697033464.1810284,0.7712947933376167,5.409828886810275
1697033464.286365,0.13645075302026013,5.5092086755796155
1697033464.3920236,0.12274725701428965,5.817238095108494
1697033464.4973388,0.4616147757269467,5.535605787959143
1697033464.6026173,0.6297458366398596,5.55632467732891
1697033464.7079794,0.21600568544742912,5.558132737770844
1697033464.8166988,0.27192856818706207,5.5031439692916315
1697033464.926264,0.24312066041698258,5.600863135693855
1697033465.035843,0.1762524335541033,5.205406142126785
